년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2019-01,서귀포시,남원읍,건강보조식품 소매업,8,472000,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,골프장 운영업,3667,608346185,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,과실 및 채소 소매업,1525,135385807,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,241,4915500,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,그외 기타 종합 소매업,15,11905000,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,기타 외국식 음식점업,75,1688000,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,기타 주점업,133,22105000,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,기타음식료품위주종합소매업,8453,354262128,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,비알콜 음료점업,838,8731800,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,빵 및 과자류 소매업,1000,13493400,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,서양식 음식점업,3780,79169910,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,수산물 소매업,307,131716000,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,슈퍼마켓,3428,104472110,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,145,5462900,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,여관업,340,25792500,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,욕탕업,57,537500,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,육류 소매업,697,55296230,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,일반유흥 주점업,144,32585000,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,일식 음식점업,889,73904500,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,전시 및 행사 대행업,3055,74375500,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,중식 음식점업,661,18478300,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,차량용 가스 충전업,374,42830980,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,차량용 주유소 운영업,7126,418648512,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,체인화 편의점,10979,123814310,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",562,14703600,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,한식 음식점업,10703,508977987,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,화장품 및 방향제 소매업,171,8770270,16257181.37,2020-12-15
2019-01,서귀포시,남원읍,휴양콘도 운영업,2975,211178881,16257181.37,2020-12-15
2019-01,서귀포시,대륜동,건강보조식품 소매업,120,46844470,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,과실 및 채소 소매업,654,104600888,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,그외 기타 종합 소매업,87,126570000,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,기타 대형 종합 소매업,22851,1475788570,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,기타 외국식 음식점업,1153,49628400,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,기타 주점업,30,6310000,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,기타음식료품위주종합소매업,1954,53974950,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,비알콜 음료점업,3534,34239210,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,빵 및 과자류 소매업,3026,47746490,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,서양식 음식점업,3004,75313750,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,수산물 소매업,147,15503415,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,슈퍼마켓,2936,71610170,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,8,680000,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,여관업,1326,139617905,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,욕탕업,134,5236500,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,육류 소매업,48,6157000,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,일반유흥 주점업,96,7643000,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,일식 음식점업,872,46824500,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,전시 및 행사 대행업,367,17803014,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,중식 음식점업,1250,33076410,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,차량용 가스 충전업,406,12544812,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,차량용 주유소 운영업,6147,339519439,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,체인화 편의점,19608,188863840,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",324,12749040,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,한식 음식점업,15084,661953786,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,호텔업,23,35018210,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,화장품 및 방향제 소매업,15,2554000,16805518.82,2020-12-15
2019-01,서귀포시,대륜동,휴양콘도 운영업,56,72114500,16805518.82,2020-12-15
2019-01,서귀포시,대정읍,건강보조식품 소매업,41,8892110,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,과실 및 채소 소매업,596,55654320,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,46,1609000,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,14,610000,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,그외 기타 종합 소매업,4,1970000,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,기타 외국식 음식점업,129,2306400,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,기타 주점업,365,84497000,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,기타음식료품위주종합소매업,961,30931590,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,비알콜 음료점업,1566,28234130,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,빵 및 과자류 소매업,6104,92143090,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,서양식 음식점업,3543,80323805,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,수산물 소매업,1044,136018530,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,슈퍼마켓,16535,696091198,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,510,37336970,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,여관업,441,30661200,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,여행사업,2,382360,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,욕탕업,294,8706000,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,육류 소매업,535,32333209,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,일반유흥 주점업,496,112582000,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,일식 음식점업,1045,98606750,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,전시 및 행사 대행업,139,752000,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,중식 음식점업,1985,65944300,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,차량용 가스 충전업,177,19765981,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,차량용 주유소 운영업,7594,511319603,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,체인화 편의점,20409,211508780,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2517,46182360,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,한식 음식점업,20239,1063389410,17779006.65,2020-12-15
2019-01,서귀포시,대정읍,화장품 및 방향제 소매업,238,10346350,17779006.65,2020-12-15
2019-01,서귀포시,대천동,건강보조식품 소매업,9,834000,8836656.911,2020-12-15
2019-01,서귀포시,대천동,과실 및 채소 소매업,346,65641500,8836656.911,2020-12-15
2019-01,서귀포시,대천동,관광 민예품 및 선물용품 소매업,3,229400,8836656.911,2020-12-15
2019-01,서귀포시,대천동,그외 기타 종합 소매업,3,3033000,8836656.911,2020-12-15
2019-01,서귀포시,대천동,기타 외국식 음식점업,1371,40867292,8836656.911,2020-12-15
2019-01,서귀포시,대천동,기타음식료품위주종합소매업,4,446700,8836656.911,2020-12-15
2019-01,서귀포시,대천동,비알콜 음료점업,1511,12390070,8836656.911,2020-12-15
2019-01,서귀포시,대천동,빵 및 과자류 소매업,3774,52208850,8836656.911,2020-12-15
2019-01,서귀포시,대천동,서양식 음식점업,2564,59173250,8836656.911,2020-12-15
2019-01,서귀포시,대천동,수산물 소매업,264,31762300,8836656.911,2020-12-15
2019-01,서귀포시,대천동,슈퍼마켓,5562,133802900,8836656.911,2020-12-15
2019-01,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,3,410800,8836656.911,2020-12-15
2019-01,서귀포시,대천동,여관업,704,79362101,8836656.911,2020-12-15
2019-01,서귀포시,대천동,육류 소매업,1,23000,8836656.911,2020-12-15
2019-01,서귀포시,대천동,일반유흥 주점업,4,1790000,8836656.911,2020-12-15
2019-01,서귀포시,대천동,일식 음식점업,979,62986000,8836656.911,2020-12-15
2019-01,서귀포시,대천동,전시 및 행사 대행업,2,100000,8836656.911,2020-12-15
2019-01,서귀포시,대천동,중식 음식점업,335,11587860,8836656.911,2020-12-15
2019-01,서귀포시,대천동,차량용 가스 충전업,6,594220,8836656.911,2020-12-15
2019-01,서귀포시,대천동,차량용 주유소 운영업,7895,414929579,8836656.911,2020-12-15
2019-01,서귀포시,대천동,체인화 편의점,17871,188550460,8836656.911,2020-12-15
2019-01,서귀포시,대천동,"피자, 햄버거, 샌드위치 및 유사 음식점업",4874,63461140,8836656.911,2020-12-15
2019-01,서귀포시,대천동,한식 음식점업,11956,470254662,8836656.911,2020-12-15
2019-01,서귀포시,대천동,호텔업,494,68230405,8836656.911,2020-12-15
2019-01,서귀포시,대천동,화장품 및 방향제 소매업,39,1722290,8836656.911,2020-12-15
2019-01,서귀포시,대천동,휴양콘도 운영업,842,90190631,8836656.911,2020-12-15
2019-01,서귀포시,동홍동,건강보조식품 소매업,43,8605120,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,과실 및 채소 소매업,791,86452617,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,98,18231800,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,그외 기타 종합 소매업,64,6504000,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,기타 대형 종합 소매업,11175,723736290,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,기타 외국식 음식점업,1300,52531900,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,기타음식료품위주종합소매업,1170,37181820,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,마사지업,4,240000,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,비알콜 음료점업,2689,25449570,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,빵 및 과자류 소매업,3186,42249560,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,서양식 음식점업,1850,40391040,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,수산물 소매업,310,26243000,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,슈퍼마켓,25923,993293060,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,1083,74729700,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,여관업,80,6326500,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,욕탕업,251,2227550,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,육류 소매업,805,67788681,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,일식 음식점업,825,79405500,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,전시 및 행사 대행업,101,4295000,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,중식 음식점업,946,26947800,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,차량용 가스 충전업,816,47369603,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,차량용 주유소 운영업,3536,213381088,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,체인화 편의점,18930,190287920,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3039,58560179,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,한식 음식점업,17202,846824876,19246150.88,2020-12-15
2019-01,서귀포시,동홍동,화장품 및 방향제 소매업,6,7121000,19246150.88,2020-12-15
2019-01,서귀포시,서홍동,건강보조식품 소매업,2,78800,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,과실 및 채소 소매업,57,4013000,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,관광 민예품 및 선물용품 소매업,39,568000,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,그외 기타 종합 소매업,1,210000,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,기타 수상오락 서비스업,1,1000000,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,기타 외국식 음식점업,906,19638500,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,기타음식료품위주종합소매업,30,1213650,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,내항 여객 운송업,451,41067500,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,비알콜 음료점업,1766,14646200,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,빵 및 과자류 소매업,804,11383440,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,서양식 음식점업,1445,30056300,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,수산물 소매업,94,21078500,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,슈퍼마켓,558,14089200,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,7,1530250,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,여관업,21,2903000,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,욕탕업,781,10633700,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,육류 소매업,76,2886300,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,일식 음식점업,157,7590500,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,전시 및 행사 대행업,65,1647900,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,중식 음식점업,798,18873100,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,차량용 가스 충전업,275,34070763,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,차량용 주유소 운영업,2515,149242456,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,체인화 편의점,11322,105342590,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",539,11178330,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,한식 음식점업,6916,280106935,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,호텔업,220,34350105,6727151.938999999,2020-12-15
2019-01,서귀포시,서홍동,화장품 및 방향제 소매업,3,206000,6727151.938999999,2020-12-15
2019-01,서귀포시,성산읍,건강보조식품 소매업,28,1891500,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,과실 및 채소 소매업,1866,148833608,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,1419,35247499,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,그외 기타 스포츠시설 운영업,148,6900000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,그외 기타 종합 소매업,10,11640000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,기타 수상오락 서비스업,2,135000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,기타 외국식 음식점업,516,37756000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,기타 주점업,136,18167000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,기타음식료품위주종합소매업,6323,322161180,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,비알콜 음료점업,2554,49909631,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,빵 및 과자류 소매업,4492,60396222,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,서양식 음식점업,4655,94899580,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,수산물 소매업,1111,170205000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,슈퍼마켓,9897,336764006,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,75,2327000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,여관업,2413,264399281,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,욕탕업,69,1249000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,육류 소매업,187,14135760,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,일반유흥 주점업,455,93386000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,일식 음식점업,725,59193250,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,전시 및 행사 대행업,3147,179634610,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,중식 음식점업,1166,35186700,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,차량용 가스 충전업,316,46670710,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,차량용 주유소 운영업,7189,488956555,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,체인화 편의점,26306,264983450,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2473,42844350,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,한식 음식점업,27198,1400751037,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,호텔업,27,1460000,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,화장품 및 방향제 소매업,397,14033700,16621684.52,2020-12-15
2019-01,서귀포시,성산읍,휴양콘도 운영업,1815,178722996,16621684.52,2020-12-15
2019-01,서귀포시,송산동,건강보조식품 소매업,133,27698640,22156136.65,2020-12-15
2019-01,서귀포시,송산동,과실 및 채소 소매업,6577,484047012,22156136.65,2020-12-15
2019-01,서귀포시,송산동,관광 민예품 및 선물용품 소매업,1486,50265750,22156136.65,2020-12-15
2019-01,서귀포시,송산동,그외 기타 종합 소매업,156,21100800,22156136.65,2020-12-15
2019-01,서귀포시,송산동,기타 대형 종합 소매업,11175,723736290,22156136.65,2020-12-15
2019-01,서귀포시,송산동,기타 외국식 음식점업,2124,98703400,22156136.65,2020-12-15
2019-01,서귀포시,송산동,기타 주점업,1027,211194005,22156136.65,2020-12-15
2019-01,서귀포시,송산동,기타음식료품위주종합소매업,4697,330964450,22156136.65,2020-12-15
2019-01,서귀포시,송산동,마사지업,17,2190000,22156136.65,2020-12-15
2019-01,서귀포시,송산동,비알콜 음료점업,8364,92014580,22156136.65,2020-12-15
2019-01,서귀포시,송산동,빵 및 과자류 소매업,10371,166238250,22156136.65,2020-12-15
2019-01,서귀포시,송산동,서양식 음식점업,7231,208839650,22156136.65,2020-12-15
2019-01,서귀포시,송산동,수산물 소매업,5114,435739036,22156136.65,2020-12-15
2019-01,서귀포시,송산동,슈퍼마켓,36522,1227569584,22156136.65,2020-12-15
2019-01,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,3818,505091270,22156136.65,2020-12-15
2019-01,서귀포시,송산동,여관업,3385,650664714,22156136.65,2020-12-15
2019-01,서귀포시,송산동,여행사업,131,7148700,22156136.65,2020-12-15
2019-01,서귀포시,송산동,욕탕업,299,6213150,22156136.65,2020-12-15
2019-01,서귀포시,송산동,육류 소매업,3325,323433907,22156136.65,2020-12-15
2019-01,서귀포시,송산동,일반유흥 주점업,2694,712742733,22156136.65,2020-12-15
2019-01,서귀포시,송산동,일식 음식점업,6871,588967900,22156136.65,2020-12-15
2019-01,서귀포시,송산동,전시 및 행사 대행업,257,8478800,22156136.65,2020-12-15
2019-01,서귀포시,송산동,중식 음식점업,4460,147943050,22156136.65,2020-12-15
2019-01,서귀포시,송산동,차량용 가스 충전업,949,57396355,22156136.65,2020-12-15
2019-01,서귀포시,송산동,차량용 주유소 운영업,14392,956953191,22156136.65,2020-12-15
2019-01,서귀포시,송산동,체인화 편의점,63383,657178935,22156136.65,2020-12-15
2019-01,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",11061,169781629,22156136.65,2020-12-15
2019-01,서귀포시,송산동,한식 음식점업,59429,2908651255,22156136.65,2020-12-15
2019-01,서귀포시,송산동,호텔업,1094,89843625,22156136.65,2020-12-15
2019-01,서귀포시,송산동,화장품 및 방향제 소매업,1894,148957478,22156136.65,2020-12-15
2019-01,서귀포시,안덕면,건강보조식품 소매업,4,2214000,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,골프장 운영업,2307,364959112,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,과실 및 채소 소매업,929,82421090,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,457,15126690,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,14,772500,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,그외 기타 스포츠시설 운영업,75,3254000,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,그외 기타 종합 소매업,6,2635000,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,기타 수상오락 서비스업,38,2496000,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,기타 외국식 음식점업,362,21665500,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,기타 주점업,59,10935000,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,기타음식료품위주종합소매업,4040,165757330,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,비알콜 음료점업,1433,22436540,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,빵 및 과자류 소매업,1007,18194180,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,서양식 음식점업,12315,356387570,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,수산물 소매업,383,33291800,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,슈퍼마켓,1467,31321440,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,124,7357600,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,여관업,4218,134971523,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,욕탕업,2855,76164400,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,육류 소매업,184,15540166,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,일식 음식점업,221,15437500,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,전시 및 행사 대행업,8471,253039440,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,중식 음식점업,912,27111100,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,차량용 가스 충전업,91,8712150,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,차량용 주유소 운영업,7646,553220935,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,체인화 편의점,23869,240093700,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",410,13929000,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,한식 음식점업,16595,938771959,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,화장품 및 방향제 소매업,2047,51550740,19574817.18,2020-12-15
2019-01,서귀포시,안덕면,휴양콘도 운영업,4078,683930635,19574817.18,2020-12-15
2019-01,서귀포시,영천동,건강보조식품 소매업,5,508000,6395456.004,2020-12-15
2019-01,서귀포시,영천동,골프장 운영업,838,187767846,6395456.004,2020-12-15
2019-01,서귀포시,영천동,과실 및 채소 소매업,159,30526700,6395456.004,2020-12-15
2019-01,서귀포시,영천동,관광 민예품 및 선물용품 소매업,1,40000,6395456.004,2020-12-15
2019-01,서귀포시,영천동,그외 기타 종합 소매업,20,460290,6395456.004,2020-12-15
2019-01,서귀포시,영천동,기타음식료품위주종합소매업,855,41804290,6395456.004,2020-12-15
2019-01,서귀포시,영천동,비알콜 음료점업,415,2116400,6395456.004,2020-12-15
2019-01,서귀포시,영천동,서양식 음식점업,186,4114500,6395456.004,2020-12-15
2019-01,서귀포시,영천동,수산물 소매업,35,22070000,6395456.004,2020-12-15
2019-01,서귀포시,영천동,슈퍼마켓,10947,1068449794,6395456.004,2020-12-15
2019-01,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,88,16472200,6395456.004,2020-12-15
2019-01,서귀포시,영천동,여관업,163,7812510,6395456.004,2020-12-15
2019-01,서귀포시,영천동,육류 소매업,591,46567570,6395456.004,2020-12-15
2019-01,서귀포시,영천동,전시 및 행사 대행업,238,5681900,6395456.004,2020-12-15
2019-01,서귀포시,영천동,중식 음식점업,732,23962000,6395456.004,2020-12-15
2019-01,서귀포시,영천동,차량용 가스 충전업,144,14859232,6395456.004,2020-12-15
2019-01,서귀포시,영천동,차량용 주유소 운영업,9778,643435970,6395456.004,2020-12-15
2019-01,서귀포시,영천동,체인화 편의점,5680,57032940,6395456.004,2020-12-15
2019-01,서귀포시,영천동,한식 음식점업,4837,304116940,6395456.004,2020-12-15
2019-01,서귀포시,영천동,호텔업,1062,86888625,6395456.004,2020-12-15
2019-01,서귀포시,영천동,화장품 및 방향제 소매업,1,330000,6395456.004,2020-12-15
2019-01,서귀포시,예래동,골프장 운영업,1549,203936100,8463679.019,2020-12-15
2019-01,서귀포시,예래동,과실 및 채소 소매업,163,20581500,8463679.019,2020-12-15
2019-01,서귀포시,예래동,관광 민예품 및 선물용품 소매업,166,4280500,8463679.019,2020-12-15
2019-01,서귀포시,예래동,그외 기타 종합 소매업,8,890000,8463679.019,2020-12-15
2019-01,서귀포시,예래동,기타 외국식 음식점업,113,2908000,8463679.019,2020-12-15
2019-01,서귀포시,예래동,기타음식료품위주종합소매업,180,2902000,8463679.019,2020-12-15
2019-01,서귀포시,예래동,내항 여객 운송업,22,3163100,8463679.019,2020-12-15
2019-01,서귀포시,예래동,면세점,18,4993750,8463679.019,2020-12-15
2019-01,서귀포시,예래동,비알콜 음료점업,469,5184960,8463679.019,2020-12-15
2019-01,서귀포시,예래동,빵 및 과자류 소매업,426,17604190,8463679.019,2020-12-15
2019-01,서귀포시,예래동,서양식 음식점업,4309,140354000,8463679.019,2020-12-15
2019-01,서귀포시,예래동,수산물 소매업,419,31084500,8463679.019,2020-12-15
2019-01,서귀포시,예래동,슈퍼마켓,389,7549130,8463679.019,2020-12-15
2019-01,서귀포시,예래동,스포츠 및 레크레이션 용품 임대업,500,40920650,8463679.019,2020-12-15
2019-01,서귀포시,예래동,여관업,1795,321969124,8463679.019,2020-12-15
2019-01,서귀포시,예래동,욕탕업,227,5169200,8463679.019,2020-12-15
2019-01,서귀포시,예래동,육류 소매업,215,7884480,8463679.019,2020-12-15
2019-01,서귀포시,예래동,일반유흥 주점업,382,18043000,8463679.019,2020-12-15
2019-01,서귀포시,예래동,일식 음식점업,131,20592500,8463679.019,2020-12-15
2019-01,서귀포시,예래동,전시 및 행사 대행업,2979,97790811,8463679.019,2020-12-15
2019-01,서귀포시,예래동,중식 음식점업,504,13820150,8463679.019,2020-12-15
2019-01,서귀포시,예래동,차량용 가스 충전업,165,22573796,8463679.019,2020-12-15
2019-01,서귀포시,예래동,차량용 주유소 운영업,4964,278822616,8463679.019,2020-12-15
2019-01,서귀포시,예래동,체인화 편의점,15570,184451330,8463679.019,2020-12-15
2019-01,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3279,40152800,8463679.019,2020-12-15
2019-01,서귀포시,예래동,한식 음식점업,14147,950808230,8463679.019,2020-12-15
2019-01,서귀포시,예래동,호텔업,6689,2492025425,8463679.019,2020-12-15
